Date,Time,Factory,Region,Shift,Workers,Exp,Training,Temp,Pressure,Humidity,Vibration,Speed,Age,Service_Days,Gas,Sparks,Alarm,Risk,Accident
2021-03-24,02:15:00,Factory_B,Rural,Day,31.0,Junior,No,32.94,24.31,38.61,2.08,2426.32,2,109,5.21,2,On,48.9,0
2021-03-24,02:30:00,Factory_C,Rural,Day,33.0,Junior,Yes,37.52,29.27,48.49,1.73,1760.15,9,217,4.89,0,Off,73.06,0
2021-03-24,02:45:00,Factory_D,Rural,Day,9.0,Senior,Yes,33.49,26.5,78.35,0.52,1013.75,3,168,0.19,4,Off,56.18,0
2021-03-24,03:00:00,Factory_D,Industrial_Zone,Day,33.0,Junior,Yes,34.09,27.9,44.77,0.45,1104.29,3,89,0.5,3,On,49.36,0
2021-03-24,03:15:00,Factory_C,Industrial_Zone,Day,38.0,Senior,Yes,35.09,28.42,65.61,4.99,2915.8,4,55,1.63,2,On,57.24,0
2021-03-24,03:30:00,Factory_D,Urban,Night,9.0,Senior,No,37.17,27.1,31.78,1.64,2165.91,15,253,7.37,3,On,75.22,1
2021-03-24,03:45:00,Factory_C,Rural,Day,36.0,Junior,Yes,28.69,24.87,45.18,3.85,3643.55,14,339,2.15,1,On,61.82,0
2021-03-24,04:00:00,Factory_D,Rural,Night,40.0,Junior,No,35.41,31.74,40.3,0.08,2605.46,11,129,8.82,2,On,59.34,0
2021-03-24,04:15:00,Factory_D,Rural,Night,22.0,Senior,Yes,32.86,24.95,61.21,3.17,3216.62,16,8,1.33,3,On,51.13,0
2021-03-24,04:30:00,Factory_A,Industrial_Zone,Day,10.0,Senior,Yes,34.16,26.25,51.82,2.64,2531.85,2,33,9.86,3,On,48.91,0
2021-03-24,04:45:00,Factory_C,Rural,Night,47.0,Senior,Yes,36.84,25.85,34.73,4.08,1906.23,7,258,1.64,4,On,75.47,1
2021-03-24,05:00:00,Factory_B,Urban,Day,27.0,Senior,No,30.08,27.57,75.96,1.85,2453.32,2,39,2.04,0,Off,47.49,0
2021-03-24,05:15:00,Factory_D,Urban,Night,45.0,Junior,Yes,30.62,25.17,43.24,3.64,3099.33,14,303,7.73,2,Off,67.51,0
2021-03-24,05:30:00,Factory_B,Rural,Day,14.0,Junior,Yes,27.85,20.86,63.14,4.49,1711.3,2,155,1.54,3,Off,42.13,0
2021-03-24,05:45:00,Factory_B,Rural,Day,46.0,Senior,No,32.01,23.58,63.72,3.79,2110.41,12,126,4.91,1,On,56.92,0
2021-03-24,06:00:00,Factory_B,Industrial_Zone,Night,,Senior,Yes,37.65,27.05,77.28,3.33,1145.22,5,172,8.37,0,Off,60.79,0
2021-03-24,06:15:00,Factory_A,Industrial_Zone,Night,40.0,Senior,No,33.3,29.16,35.37,1.71,1219.21,4,256,5.51,2,On,62.73,0
2021-03-24,06:30:00,Factory_A,Industrial_Zone,Day,16.0,Senior,Yes,29.64,25.1,65.73,1.84,1515.18,12,49,8.52,3,On,45.62,0
2021-03-24,06:45:00,Factory_C,Industrial_Zone,Day,6.0,Junior,No,32.2,25.71,54.73,1.38,2199.52,16,211,2.36,3,Off,63.21,0
2021-03-24,07:00:00,Factory_D,Urban,Night,9.0,Senior,Yes,29.2,23.12,55.06,0.13,2614.07,14,84,0.64,4,On,53.01,0
2021-03-24,07:15:00,Factory_D,Rural,Day,22.0,Senior,No,30.28,25.17,32.04,0.8,3538.35,15,263,5.37,2,Off,65.81,0
2021-03-24,07:30:00,Factory_D,Urban,Day,12.0,Senior,No,34.83,26.17,72.79,2.61,3300.21,12,149,7.35,1,Off,61.98,0
2021-03-24,07:45:00,Factory_D,Rural,Day,18.0,Senior,No,30.14,27.75,35.31,0.56,2987.23,16,99,0.21,4,On,54.24,0
2021-03-24,08:00:00,Factory_C,Industrial_Zone,Day,38.0,Junior,No,37.0,28.81,76.67,2.13,3970.36,14,362,0.03,2,Off,81.42,1
2021-03-24,08:15:00,Factory_D,Industrial_Zone,Night,6.0,Senior,Yes,33.45,24.66,49.26,4.51,3393.43,19,191,5.39,3,Off,60.69,0
2021-03-24,08:30:00,Factory_D,Rural,Day,30.0,Senior,No,33.92,25.54,57.72,3.06,2616.42,13,127,5.6,4,Off,57.62,0
2021-03-24,08:45:00,Factory_C,Rural,Day,49.0,Senior,Yes,32.83,29.77,30.4,1.83,2499.19,5,358,3.15,4,Off,70.97,0
2021-03-24,09:00:00,Factory_A,Urban,Day,22.0,Junior,No,35.98,27.58,69.34,1.27,3491.35,1,3,1.3,0,On,47.05,0
2021-03-24,09:15:00,Factory_D,Urban,Day,47.0,Senior,Yes,36.01,31.09,58.62,3.81,1575.71,8,145,6.66,2,Off,62.61,0
2021-03-24,09:30:00,Factory_A,Urban,Night,22.0,Senior,Yes,34.67,27.77,75.66,1.18,2549.91,17,92,8.39,3,On,69.38,0
2021-03-24,09:45:00,Factory_A,Rural,Night,38.0,Senior,No,35.35,28.55,45.26,3.49,3357.09,7,117,6.47,0,On,59.14,0
2021-03-24,10:00:00,Factory_D,Industrial_Zone,Night,30.0,Senior,Yes,33.02,25.44,75.43,3.12,1282.68,1,236,0.02,2,On,58.84,0
2021-03-24,10:15:00,Factory_B,Rural,Day,40.0,Senior,Yes,35.29,29.26,43.38,0.83,3317.04,2,89,3.92,3,Off,60.03,0
2021-03-24,10:30:00,Factory_B,Rural,Day,12.0,Senior,Yes,32.65,23.93,61.56,0.66,3650.66,13,27,9.12,3,On,46.47,0
2021-03-24,10:45:00,Factory_D,Industrial_Zone,Night,16.0,Senior,Yes,33.67,25.34,46.51,1.74,3295.75,9,143,6.85,4,Off,54.28,0
2021-03-24,11:00:00,Factory_C,Rural,Night,6.0,Junior,Yes,32.84,27.12,41.59,3.75,2439.29,1,206,3.9,0,On,55.14,0
2021-03-24,11:15:00,Factory_C,Industrial_Zone,Day,12.0,Junior,Yes,32.29,25.56,47.45,4.59,3690.72,3,124,2.68,0,Off,54.54,0
2021-03-24,11:30:00,Factory_D,Rural,Day,11.0,Junior,No,31.59,25.87,57.65,1.92,2628.17,3,206,1.98,2,Off,55.99,0
2021-03-24,11:45:00,Factory_C,Industrial_Zone,Day,23.0,Junior,Yes,35.06,28.59,61.03,0.42,1620.81,19,272,6.11,4,Off,76.07,1
2021-03-24,12:00:00,Factory_A,Industrial_Zone,Night,18.0,Senior,No,37.59,28.72,39.15,1.47,3429.55,17,292,1.41,0,Off,80.98,1
2021-03-24,12:15:00,Factory_D,Industrial_Zone,Night,33.0,Junior,No,37.17,28.76,51.55,1.26,2715.96,13,60,0.99,4,On,60.89,0
2021-03-24,12:30:00,Factory_D,Rural,Day,14.0,Senior,No,29.89,28.64,51.35,1.15,2805.8,1,97,2.8,3,On,48.57,0
2021-03-24,12:45:00,Factory_B,Rural,Night,37.0,Senior,Yes,37.53,24.77,75.79,0.29,3894.7,19,290,8.96,3,On,74.31,0
2021-03-24,13:00:00,Factory_B,Rural,Day,46.0,Senior,No,32.71,25.38,61.9,4.12,3703.26,7,110,1.04,2,Off,50.03,0
2021-03-24,13:15:00,Factory_D,Rural,Night,,Junior,Yes,35.46,27.35,57.17,4.31,1064.59,13,66,2.11,0,Off,58.36,0
2021-03-24,13:30:00,Factory_A,Rural,Night,17.0,Senior,No,30.94,27.36,72.67,2.67,3878.62,13,104,2.7,2,On,54.48,0
2021-03-24,13:45:00,Factory_C,Industrial_Zone,Day,13.0,Senior,Yes,34.09,28.56,39.66,4.42,2796.65,16,15,6.18,4,Off,54.84,0
2021-03-24,14:00:00,Factory_A,Rural,Night,23.0,Junior,Yes,34.6,22.29,39.98,4.53,1019.18,16,185,3.69,4,On,58.06,0
2021-03-24,14:15:00,Factory_B,Urban,Night,49.0,Senior,Yes,29.21,26.84,43.83,3.92,1090.18,17,296,7.2,0,On,70.38,0
2021-03-24,14:30:00,Factory_C,Urban,Day,16.0,Senior,No,35.49,27.95,41.65,2.36,2814.66,14,323,7.88,1,On,81.31,1
2021-03-24,14:45:00,Factory_D,Industrial_Zone,Night,45.0,Junior,Yes,37.7,30.3,69.39,1.17,3519.76,13,297,7.07,4,On,85.18,1
2021-03-24,15:00:00,Factory_B,Industrial_Zone,Night,15.0,Senior,Yes,33.14,25.49,75.19,3.43,2183.52,6,4,0.24,3,Off,43.57,0
2021-03-24,15:15:00,Factory_C,Urban,Day,13.0,Senior,No,37.74,30.1,65.03,1.2,3879.55,9,145,8.9,1,Off,64.14,0
2021-03-24,15:30:00,Factory_B,Rural,Day,31.0,Junior,Yes,33.09,27.36,43.67,2.53,1531.38,11,124,8.46,4,On,55.02,0
2021-03-24,15:45:00,Factory_B,Urban,Day,,Senior,No,36.21,27.88,57.14,0.72,3339.95,4,298,7.32,2,On,68.79,0
2021-03-24,16:00:00,Factory_A,Rural,Day,47.0,Senior,No,27.0,26.76,52.96,4.41,1584.75,4,358,2.56,0,Off,67.14,0
2021-03-24,16:15:00,Factory_A,Industrial_Zone,Day,18.0,Senior,No,40.92,35.07,45.29,0.64,1818.72,6,77,3.49,3,On,63.4,0
2021-03-24,16:30:00,Factory_A,Rural,Night,28.0,Senior,No,38.15,28.98,79.27,0.43,2221.85,19,120,4.03,3,On,67.89,0
2021-03-24,16:45:00,Factory_D,Urban,Night,9.0,Senior,Yes,32.81,23.16,44.54,0.59,2988.34,18,323,3.02,2,Off,68.72,0
2021-03-24,17:00:00,Factory_D,Rural,Night,33.0,Junior,No,27.74,24.92,60.67,1.58,1701.64,1,173,3.43,0,Off,45.46,0
2021-03-24,17:15:00,Factory_A,Urban,Day,11.0,Junior,No,34.52,25.76,52.31,1.35,1860.18,17,358,7.64,1,Off,82.12,1
2021-03-24,17:30:00,Factory_B,Industrial_Zone,Night,43.0,Senior,No,29.33,25.32,35.8,0.77,3808.29,2,129,9.84,4,On,44.89,0
2021-03-24,17:45:00,Factory_D,Urban,Day,37.0,Junior,Yes,34.99,28.4,68.57,3.27,3279.46,14,324,1.07,3,On,79.22,1
2021-03-24,18:00:00,Factory_B,Urban,Night,47.0,Junior,Yes,34.89,27.79,67.24,2.96,1378.03,16,87,4.71,1,On,59.83,0
2021-03-24,18:15:00,Factory_D,Urban,Night,7.0,Senior,No,30.84,23.36,47.29,3.72,1275.65,10,203,4.74,1,Off,57.75,0
2021-03-24,18:30:00,Factory_C,Industrial_Zone,Day,47.0,Junior,Yes,37.02,25.63,47.21,1.46,2463.37,14,81,3.98,0,On,59.64,0
2021-03-24,18:45:00,Factory_C,Rural,Night,39.0,Senior,Yes,36.08,25.84,43.68,4.05,1682.05,9,133,4.47,0,Off,58.18,0
2021-03-24,19:00:00,Factory_D,Rural,Night,14.0,Junior,No,36.59,28.1,70.37,1.68,3959.8,15,316,8.53,4,On,80.25,1
2021-03-24,19:15:00,Factory_C,Urban,Night,35.0,Junior,No,33.69,29.72,48.63,0.99,1311.74,16,52,4.18,0,On,52.54,0
2021-03-24,19:30:00,Factory_D,Industrial_Zone,Day,39.0,Junior,No,29.41,24.11,51.36,1.31,3280.21,16,71,7.98,3,Off,46.71,0
2021-03-24,19:45:00,Factory_A,Industrial_Zone,Day,26.0,Junior,No,36.59,30.5,71.93,3.09,1126.49,17,74,7.33,0,On,62.63,0
2021-03-24,20:00:00,Factory_A,Industrial_Zone,Night,16.0,Senior,No,32.85,22.55,57.01,1.16,1465.09,5,330,3.47,4,Off,69.35,0
2021-03-24,20:15:00,Factory_C,Urban,Day,45.0,Senior,No,29.49,25.7,59.72,1.96,1768.61,10,124,8.78,4,Off,50.83,0
2021-03-24,20:30:00,Factory_B,Rural,Day,29.0,Senior,No,37.72,32.12,78.91,2.01,1734.91,15,43,0.72,4,On,61.89,0
2021-03-24,20:45:00,Factory_C,Urban,Day,22.0,Junior,Yes,39.96,28.2,35.75,1.71,3640.57,15,335,7.64,3,Off,89.96,1
2021-03-24,21:00:00,Factory_B,Rural,Day,,Senior,No,33.54,26.42,42.79,4.69,1193.42,14,126,5.8,3,On,59.97,0
2021-03-24,21:15:00,Factory_D,Urban,Night,33.0,Senior,Yes,40.14,30.35,46.95,1.38,2246.03,2,287,9.71,0,On,78.47,1
2021-03-24,21:30:00,Factory_C,Rural,Day,5.0,Senior,Yes,33.93,28.41,51.16,1.89,1525.72,1,242,6.82,0,Off,65.28,0
2021-03-24,21:45:00,Factory_A,Rural,Night,19.0,Senior,Yes,32.52,24.01,44.33,0.27,2986.11,8,87,7.93,2,On,48.02,0
2021-03-24,22:00:00,Factory_B,Urban,Night,11.0,Junior,Yes,31.77,23.43,56.25,0.42,2834.16,5,72,7.73,0,Off,45.47,0
2021-03-24,22:15:00,Factory_D,Industrial_Zone,Day,29.0,Senior,Yes,38.57,30.66,38.18,2.4,1950.78,5,91,8.9,2,On,56.96,0
2021-03-24,22:30:00,Factory_A,Urban,Day,13.0,Senior,Yes,31.32,26.72,78.06,3.75,3377.96,2,47,9.49,3,Off,44.75,0
2021-03-24,22:45:00,Factory_A,Urban,Day,14.0,Junior,Yes,35.87,26.01,37.41,2.8,1903.44,14,105,8.03,3,On,62.08,0
2021-03-24,23:00:00,Factory_A,Urban,Night,8.0,Senior,No,31.98,27.25,52.03,2.27,1043.31,12,262,2.02,3,Off,68.45,0
2021-03-24,23:15:00,Factory_D,Industrial_Zone,Night,39.0,Senior,No,32.28,25.88,54.14,2.56,2629.83,5,257,8.2,0,Off,58.8,0
2021-03-24,23:30:00,Factory_D,Rural,Day,30.0,Junior,No,36.75,26.58,61.18,0.55,2430.44,18,219,7.06,1,Off,67.46,0
2021-03-24,23:45:00,Factory_C,Rural,Day,41.0,Junior,Yes,32.52,24.61,75.61,1.72,2689.46,7,307,7.69,4,On,72.2,0
2021-03-25,00:00:00,Factory_D,Urban,Night,15.0,Junior,Yes,32.45,25.62,69.38,4.6,1788.25,15,276,8.91,3,Off,61.63,0
2021-03-25,00:15:00,Factory_B,Rural,Day,26.0,Junior,No,37.06,34.22,44.11,2.29,3344.18,9,139,3.99,2,On,63.98,0
2021-03-25,00:30:00,Factory_B,Rural,Night,34.0,Junior,No,38.45,29.66,73.47,0.4,1244.39,18,358,2.93,4,Off,84.4,1
2021-03-25,00:45:00,Factory_C,Rural,Night,21.0,Senior,Yes,35.59,26.16,70.78,3.41,3441.44,11,183,1.8,4,Off,64.9,0
2021-03-25,01:00:00,Factory_B,Industrial_Zone,Day,43.0,Senior,No,31.7,24.26,79.06,2.96,3851.91,15,71,4.9,0,On,48.23,0
2021-03-25,01:15:00,Factory_B,Rural,Day,23.0,Senior,Yes,32.13,27.32,33.22,2.09,1322.83,6,225,0.35,4,Off,59.77,0
2021-03-25,01:30:00,Factory_B,Industrial_Zone,Day,32.0,Senior,No,33.9,26.81,68.33,3.34,2938.96,3,57,7.57,3,Off,50.14,0
2021-03-25,01:45:00,Factory_D,Urban,Day,29.0,Junior,Yes,34.62,27.23,66.02,2.55,2252.47,10,321,4.85,4,On,76.55,1
2021-03-25,02:00:00,Factory_B,Urban,Night,31.0,Senior,Yes,30.7,24.46,61.68,0.06,2478.1,4,40,4.39,4,Off,43.85,0
2021-03-25,02:15:00,Factory_A,Industrial_Zone,Night,30.0,Junior,Yes,35.83,25.51,71.37,1.38,3304.54,15,188,2.72,3,Off,69.1,0
2021-03-25,02:30:00,Factory_D,Industrial_Zone,Night,24.0,Senior,No,33.92,27.14,72.6,4.96,3154.95,1,333,2.05,3,On,71.76,0
2021-03-25,02:45:00,Factory_B,Rural,Day,33.0,Junior,Yes,28.51,28.41,31.35,3.22,2817.78,6,21,1.66,1,On,39.84,0
2021-03-25,03:00:00,Factory_B,Industrial_Zone,Night,24.0,Senior,No,30.87,25.21,78.46,3.64,2668.4,12,146,0.85,3,Off,46.31,0
2021-03-25,03:15:00,Factory_B,Industrial_Zone,Night,9.0,Senior,Yes,32.15,25.89,71.97,3.78,2984.19,6,329,5.95,4,On,65.07,0
2021-03-25,03:30:00,Factory_A,Industrial_Zone,Day,28.0,Senior,Yes,33.44,27.94,71.97,2.12,2570.44,1,300,3.42,2,Off,73.49,0
2021-03-25,03:45:00,Factory_B,Rural,Day,16.0,Junior,No,39.33,29.65,38.67,2.93,2334.07,7,56,3.9,4,Off,60.14,0
2021-03-25,04:00:00,Factory_B,Urban,Night,48.0,Junior,No,34.37,25.43,51.71,1.92,1891.65,16,344,3.3,4,Off,82.18,1
2021-03-25,04:15:00,Factory_C,Industrial_Zone,Day,25.0,Senior,Yes,31.14,24.62,35.92,1.05,3607.07,5,44,7.03,0,Off,42.99,0
2021-03-25,04:30:00,Factory_D,Urban,Night,47.0,Junior,No,34.32,26.08,31.08,1.71,2515.97,2,350,2.08,0,On,72.18,0
2021-03-25,04:45:00,Factory_D,Urban,Night,38.0,Senior,Yes,32.6,27.96,31.35,1.68,1345.38,6,309,1.6,2,Off,66.78,0
2021-03-25,05:00:00,Factory_A,Urban,Day,12.0,Senior,No,34.63,26.08,33.72,2.24,3232.22,5,70,4.47,4,On,56.15,0
2021-03-25,05:15:00,Factory_B,Urban,Day,5.0,Junior,No,35.4,25.38,78.14,3.97,2171.08,3,274,1.78,4,On,66.29,0
2021-03-25,05:30:00,Factory_A,Urban,Day,20.0,Senior,Yes,37.29,30.93,38.25,1.24,3107.71,10,279,2.69,4,Off,74.92,0
2021-03-25,05:45:00,Factory_C,Urban,Day,34.0,Junior,Yes,33.59,28.52,50.65,2.98,1708.61,8,7,7.92,3,Off,49.46,0
2021-03-25,06:00:00,Factory_A,Industrial_Zone,Day,39.0,Junior,Yes,38.58,29.89,76.94,4.46,1460.11,3,281,1.77,4,On,73.02,0
2021-03-25,06:15:00,Factory_D,Rural,Night,32.0,Junior,Yes,36.38,26.8,70.35,1.83,2329.53,2,250,3.99,2,Off,62.06,0
2021-03-25,06:30:00,Factory_A,Urban,Night,44.0,Junior,No,31.54,20.79,54.97,0.02,2881.76,9,258,3.06,4,On,59.82,0
2021-03-25,06:45:00,Factory_C,Rural,Day,45.0,Junior,No,40.29,34.6,68.63,4.24,3303.1,17,165,0.39,4,On,79.67,1
2021-03-25,07:00:00,Factory_A,Urban,Day,21.0,Senior,Yes,34.64,31.96,49.22,3.21,3644.99,3,253,0.85,4,On,66.75,0
2021-03-25,07:15:00,Factory_C,Urban,Night,19.0,Senior,Yes,31.15,25.87,51.65,0.25,3934.09,15,59,1.04,2,On,48.38,0
2021-03-25,07:30:00,Factory_A,Urban,Night,25.0,Junior,Yes,38.62,29.64,50.97,1.95,3731.94,14,311,0.4,0,On,81.23,1
2021-03-25,07:45:00,Factory_B,Rural,Night,17.0,Senior,Yes,39.89,28.38,44.08,4.69,3278.77,3,38,6.31,0,Off,59.16,0
2021-03-25,08:00:00,Factory_D,Urban,Night,,Senior,Yes,33.56,22.18,43.01,0.32,2649.6,9,103,0.06,0,On,54.74,0
2021-03-25,08:15:00,Factory_D,Rural,Day,48.0,Senior,No,32.15,25.58,68.73,1.93,3367.79,7,39,6.16,4,Off,48.52,0
2021-03-25,08:30:00,Factory_A,Rural,Day,36.0,Senior,Yes,33.14,22.42,67.06,1.33,3476.01,7,19,4.7,0,Off,41.7,0
2021-03-25,08:45:00,Factory_A,Industrial_Zone,Night,17.0,Senior,No,35.8,29.47,58.44,1.71,1295.78,4,225,7.38,1,On,67.79,0
2021-03-25,09:00:00,Factory_A,Rural,Day,12.0,Junior,Yes,37.49,29.43,73.25,3.97,1582.45,19,83,0.61,1,Off,64.05,0
2021-03-25,09:15:00,Factory_C,Rural,Night,11.0,Senior,Yes,35.37,26.02,50.59,3.56,1395.8,14,160,7.82,1,On,63.26,0
2021-03-25,09:30:00,Factory_A,Rural,Night,38.0,Junior,No,33.97,28.6,58.89,3.6,3011.21,9,193,2.12,0,On,61.85,0
2021-03-25,09:45:00,Factory_A,Urban,Day,40.0,Junior,No,38.15,31.41,39.52,3.24,1128.9,7,34,5.23,1,On,57.42,0
2021-03-25,10:00:00,Factory_A,Rural,Night,16.0,Junior,Yes,32.72,26.39,67.99,4.54,1293.62,8,170,0.44,2,Off,58.43,0
2021-03-25,10:15:00,Factory_B,Industrial_Zone,Day,40.0,Senior,No,36.75,27.91,35.45,3.12,2927.16,18,105,5.2,3,On,60.53,0
2021-03-25,10:30:00,Factory_A,Urban,Night,45.0,Junior,Yes,32.8,26.26,43.94,1.95,2285.7,14,71,7.41,2,Off,51.49,0
2021-03-25,10:45:00,Factory_D,Industrial_Zone,Night,5.0,Senior,No,34.95,31.05,72.08,3.36,3122.7,16,147,3.13,3,Off,68.71,0
2021-03-25,11:00:00,Factory_C,Urban,Day,32.0,Junior,Yes,33.32,26.81,48.07,2.24,2709.2,9,22,9.66,4,Off,47.15,0
2021-03-25,11:15:00,Factory_D,Urban,Day,35.0,Senior,No,33.49,27.9,46.51,4.55,2983.93,10,201,6.53,0,Off,65.96,0
2021-03-25,11:30:00,Factory_D,Urban,Night,12.0,Junior,Yes,32.53,30.15,47.37,3.12,3073.64,13,60,8.9,0,On,54.43,0
2021-03-25,11:45:00,Factory_C,Industrial_Zone,Day,12.0,Junior,No,37.69,26.9,79.81,2.18,1672.05,13,157,9.6,0,Off,64.75,0
2021-03-25,12:00:00,Factory_D,Urban,Day,45.0,Junior,No,31.46,19.86,50.72,3.22,3970.55,7,138,7.26,2,Off,50.89,0
2021-03-25,12:15:00,Factory_C,Urban,Day,39.0,Senior,Yes,31.44,25.91,39.03,2.56,2344.3,14,343,6.48,4,On,73.85,0
2021-03-25,12:30:00,Factory_C,Rural,Night,12.0,Senior,No,40.02,31.39,77.23,2.9,3541.97,11,254,1.55,4,On,81.48,1
2021-03-25,12:45:00,Factory_C,Industrial_Zone,Day,19.0,Senior,No,36.59,26.59,75.15,3.3,3928.35,7,279,0.19,1,Off,69.83,0
2021-03-25,13:00:00,Factory_C,Urban,Day,33.0,Junior,No,26.5,24.27,41.43,0.68,3248.22,15,74,7.55,2,On,45.63,0
2021-03-25,13:15:00,Factory_B,Industrial_Zone,Day,6.0,Junior,No,31.96,28.6,54.86,1.48,1897.37,6,340,8.15,0,On,77.1,1
2021-03-25,13:30:00,Factory_C,Rural,Night,30.0,Senior,No,28.22,20.6,33.78,4.17,1998.3,18,220,4.69,3,Off,63.49,0
2021-03-25,13:45:00,Factory_D,Rural,Night,6.0,Junior,Yes,30.81,23.37,56.32,3.23,2778.32,6,341,6.62,4,On,68.35,0
2021-03-25,14:00:00,Factory_D,Urban,Day,33.0,Junior,Yes,24.24,22.87,75.04,1.71,1693.5,6,287,6.95,2,Off,53.9,0
2021-03-25,14:15:00,Factory_A,Industrial_Zone,Day,14.0,Senior,No,33.25,24.68,53.55,1.28,2922.06,10,234,3.36,3,On,61.78,0
2021-03-25,14:30:00,Factory_C,Industrial_Zone,Night,42.0,Junior,Yes,30.23,24.17,62.33,0.69,2807.15,3,341,1.5,2,On,66.19,0
2021-03-25,14:45:00,Factory_C,Urban,Day,19.0,Senior,Yes,33.84,27.6,79.2,4.58,3885.68,13,323,0.58,4,On,76.33,1
2021-03-25,15:00:00,Factory_A,Industrial_Zone,Day,30.0,Senior,No,28.78,22.01,70.13,1.87,1856.85,15,110,0.72,0,Off,46.53,0
2021-03-25,15:15:00,Factory_A,Rural,Night,48.0,Senior,Yes,33.91,23.18,35.96,3.18,1281.87,12,71,1.59,0,On,53.84,0
2021-03-25,15:30:00,Factory_D,Industrial_Zone,Night,39.0,Senior,Yes,32.42,25.21,75.1,2.61,2253.51,3,248,9.87,4,Off,60.83,0
2021-03-25,15:45:00,Factory_D,Industrial_Zone,Day,25.0,Senior,Yes,38.17,29.61,69.57,4.09,2728.93,6,109,8.62,1,Off,63.16,0
2021-03-25,16:00:00,Factory_B,Rural,Day,37.0,Junior,Yes,37.89,30.46,74.53,1.11,1927.8,18,358,3.29,0,On,85.87,1
2021-03-25,16:15:00,Factory_A,Rural,Night,18.0,Junior,Yes,36.02,25.45,31.09,3.27,2555.58,19,108,3.98,4,On,69.88,0
2021-03-25,16:30:00,Factory_A,Industrial_Zone,Night,7.0,Senior,No,32.68,24.55,62.29,3.97,3923.81,13,339,1.01,4,On,76.45,1
2021-03-25,16:45:00,Factory_C,Industrial_Zone,Day,32.0,Senior,No,39.62,31.31,37.49,2.38,2149.43,4,309,0.15,2,On,75.26,1
2021-03-25,17:00:00,Factory_B,Industrial_Zone,Day,47.0,Senior,No,29.0,22.1,33.16,0.59,1507.3,2,260,2.79,4,On,53.35,0
2021-03-25,17:15:00,Factory_C,Rural,Day,42.0,Junior,Yes,29.45,22.79,30.57,3.39,1835.99,12,66,2.36,0,On,45.94,0
2021-03-25,17:30:00,Factory_D,Rural,Day,26.0,Senior,Yes,33.41,29.58,49.58,3.67,1153.88,2,31,0.35,1,Off,44.97,0
2021-03-25,17:45:00,Factory_D,Industrial_Zone,Day,8.0,Junior,Yes,40.42,29.34,66.53,0.0,3118.7,8,184,3.22,1,Off,72.53,0
2021-03-25,18:00:00,Factory_D,Rural,Day,26.0,Junior,Yes,33.05,24.22,67.27,2.21,1852.15,5,319,9.99,4,Off,63.7,0
2021-03-25,18:15:00,Factory_B,Rural,Night,49.0,Junior,Yes,33.11,26.84,32.22,3.04,3483.19,12,327,8.06,4,Off,72.9,0
2021-03-25,18:30:00,Factory_A,Industrial_Zone,Night,14.0,Junior,Yes,29.33,25.87,61.73,2.2,2320.44,4,123,6.7,2,On,47.11,0
2021-03-25,18:45:00,Factory_C,Rural,Night,33.0,Junior,No,36.5,29.17,51.74,4.95,3769.98,6,68,3.0,2,Off,51.09,0
2021-03-25,19:00:00,Factory_A,Urban,Night,18.0,Senior,No,36.52,28.05,51.79,1.75,1000.06,3,141,5.78,1,On,58.64,0
2021-03-25,19:15:00,Factory_C,Rural,Day,21.0,Junior,Yes,36.03,26.42,43.3,4.38,2003.96,14,11,8.12,4,On,51.18,0
2021-03-25,19:30:00,Factory_A,Industrial_Zone,Night,49.0,Junior,No,31.77,29.15,33.56,3.67,3576.06,1,335,4.51,3,Off,68.15,0
2021-03-25,19:45:00,Factory_C,Rural,Day,27.0,Junior,No,31.54,27.84,34.56,1.9,3186.34,10,243,7.52,1,On,65.86,0
2021-03-25,20:00:00,Factory_D,Rural,Day,47.0,Junior,Yes,29.78,23.6,72.2,2.12,3200.05,16,2,2.8,1,On,39.33,0
2021-03-25,20:15:00,Factory_B,Industrial_Zone,Night,48.0,Junior,Yes,33.91,26.93,47.44,2.65,2901.21,19,299,2.39,1,Off,76.89,1
2021-03-25,20:30:00,Factory_D,Rural,Day,35.0,Senior,Yes,30.42,23.56,40.93,3.1,2416.49,13,71,9.09,1,Off,46.87,0
2021-03-25,20:45:00,Factory_D,Rural,Day,28.0,Senior,No,30.13,25.43,34.9,0.48,3165.53,9,349,6.76,3,Off,68.04,0
2021-03-25,21:00:00,Factory_A,Urban,Night,45.0,Junior,Yes,32.39,26.48,55.95,1.48,1266.56,12,357,0.81,3,On,75.53,1
2021-03-25,21:15:00,Factory_C,Urban,Day,,Junior,Yes,32.19,26.76,60.93,3.27,3094.13,5,211,0.8,0,Off,62.89,0
2021-03-25,21:30:00,Factory_D,Industrial_Zone,Day,44.0,Junior,Yes,32.05,28.9,70.32,1.51,3627.27,9,294,2.29,0,On,68.79,0
2021-03-25,21:45:00,Factory_D,Urban,Day,30.0,Senior,Yes,35.06,28.97,52.66,3.37,1508.25,15,246,4.84,4,Off,73.46,0
2021-03-25,22:00:00,Factory_A,Industrial_Zone,Day,36.0,Junior,Yes,33.9,25.38,74.58,3.44,2972.24,2,163,9.03,2,On,54.96,0
2021-03-25,22:15:00,Factory_D,Rural,Night,38.0,Senior,No,32.8,24.21,44.98,3.23,2294.94,9,65,6.68,4,On,49.96,0
2021-03-25,22:30:00,Factory_C,Urban,Night,13.0,Junior,Yes,34.21,27.66,39.3,1.11,2759.84,9,148,2.69,1,Off,56.74,0
